,Actual_DT,Actual_ET,LI_8100_Vent,Multiplexer_CO2_1,Multiplexer_CO2_2,Multiplexer_CO2_3,Picarro_ANEM,Picarro_CO2,Vent_Anem_Temp
609,2019-10-29 08:14:00,1572358440.0,,,,,1572358582.6,,
610,2019-10-29 08:15:00,1572358500.0,,,,,1572358642.9,,
611,2019-10-29 08:16:00,1572358560.0,,,,,1572358702.7,,
612,2019-10-30 18:52:00,1572483120.0,,,,,1572483262.6,,
613,2019-10-30 18:53:00,1572483180.0,,,,,1572483322.6,,
614,2019-10-30 18:54:00,1572483240.0,,,,,1572483382.5,,
615,2019-10-22 08:50:00,1571755800.0,,1571756547,1571756547,1571756547,,,
616,2019-10-22 08:51:00,1571755860.0,,1571756606,1571756606,1571756608,,,
617,2019-10-22 08:52:00,1571755920.0,,1571756667,1571756667,1571756667,,,
618,2019-10-22 18:52:00,1571791920.0,,1571792671,1571792671,1571792671,,,
619,2019-10-22 18:53:00,1571791980.0,,1571792730,1571792731,1571792730,,,
620,2019-10-22 18:54:00,1571792040.0,,1571792790,1571792790,1571792791,,,
621,2019-10-23 08:45:00,1571841900.0,,1571842657,1571842657,1571842657,,,
622,2019-10-23 08:46:00,1571841960.0,,1571842716,1571842717,1571842717,,,
623,2019-10-23 08:47:00,1571842020.0,,1571842777,1571842778,1571842777,,,
624,2019-10-23 19:46:00,1571881560.0,,1571882321,1571882322,1571882321,,,
625,2019-10-23 19:47:00,1571881620.0,,1571882381,1571882381,1571882381,,,
626,2019-10-23 19:48:00,1571881680.0,,1571882441,1571882441,1571882441,,,
627,2019-10-24 08:38:00,1571927880.0,,1571928648,1571928647,1571928648,,,
628,2019-10-24 08:39:00,1571927940.0,,1571928707,1571928707,1571928708,,,
629,2019-10-24 08:40:00,1571928000.0,,1571928767,1571928767,1571928767,,,
630,2019-10-24 19:04:00,1571965440.0,,1571966212,1571966210,1571966210,,,
631,2019-10-24 19:05:00,1571965500.0,,1571966272,1571966272,1571966272,,,
632,2019-10-24 19:06:00,1571965560.0,,1571966332,1571966331,1571966332,,,
633,2019-10-25 09:04:00,1572015840.0,,1572016617,1572016617,1572016619,,,
634,2019-10-25 09:05:00,1572015900.0,,1572016678,1572016678,1572016678,,,
635,2019-10-29 08:27:00,1572359220.0,,1572360043,1572360043,1572360043,,,
636,2019-10-29 08:28:00,1572359280.0,,1572360103,1572360104,1572360104,,,
637,2019-10-29 08:29:00,1572359340.0,,1572360164,1572360164,1572360164,,,
638,2019-10-30 18:41:00,1572482460.0,,1572483300,1572483300,1572483300,,,
639,2019-10-30 18:42:00,1572482520.0,,1572483360,1572483360,1572483360,,,
640,2019-10-30 18:43:00,1572482580.0,,1572483420,1572483420,1572483420,,,
641,2019-10-16 10:39:00,1571243940.0,1571244703,,,,,,
642,2019-10-16 10:40:00,1571244000.0,1571244763,,,,,,
643,2019-10-16 10:41:00,1571244060.0,1571244823,,,,,,
644,2019-10-16 19:49:00,1571276940.0,1571277702,,,,,,
645,2019-10-16 19:50:00,1571277000.0,1571277762,,,,,,
646,2019-10-17 08:44:00,1571323440.0,1571324210,,,,,,
647,2019-10-17 08:45:00,1571323500.0,1571324270,,,,,,
648,2019-10-17 08:46:00,1571323560.0,1571324330,,,,,,
649,2019-10-18 08:26:00,1571408760.0,1571409528,,,,,,
650,2019-10-18 08:27:00,1571408820.0,1571409588,,,,,,
651,2019-10-18 08:28:00,1571408880.0,1571409648,,,,,,
652,2019-10-18 08:32:00,1571409120.0,1571409898,,,,,,
653,2019-10-18 08:33:00,1571409180.0,1571409957,,,,,,
654,2019-10-18 08:34:00,1571409240.0,1571410017,,,,,,
655,2019-10-19 13:55:00,1571514900.0,1571515675,,,,,,
656,2019-10-19 13:56:00,1571514960.0,1571515735,,,,,,
657,2019-10-19 13:57:00,1571515020.0,1571515795,,,,,,
658,2019-10-22 08:39:00,1571755140.0,1571755948,,,,,,
659,2019-10-22 08:40:00,1571755200.0,1571756008,,,,,,
660,2019-10-22 08:41:00,1571755260.0,1571756069,,,,,,
661,2019-10-22 18:59:00,1571792340.0,1571793147,,,,,,
662,2019-10-22 19:00:00,1571792400.0,1571793207,,,,,,
663,2019-10-22 19:01:00,1571792460.0,1571793267,,,,,,
664,2019-10-23 08:57:00,1571842620.0,1571843436,,,,,,
665,2019-10-23 08:58:00,1571842680.0,1571843496,,,,,,
666,2019-10-23 08:59:00,1571842740.0,1571843556,,,,,,
667,2019-10-23 19:52:00,1571881920.0,1571882735,,,,,,
668,2019-10-23 19:53:00,1571881980.0,1571882795,,,,,,
669,2019-10-23 19:54:00,1571882040.0,1571882855,,,,,,
670,2019-10-24 08:48:00,1571928480.0,1571929304,,,,,,
671,2019-10-24 08:49:00,1571928540.0,1571929363,,,,,,
672,2019-10-24 08:50:00,1571928600.0,1571929424,,,,,,
673,2019-10-24 19:09:00,1571965740.0,1571966563,,,,,,
674,2019-10-24 19:10:00,1571965800.0,1571966623,,,,,,
675,2019-10-24 19:11:00,1571965860.0,1571966683,,,,,,
676,2019-10-25 09:11:00,1572016260.0,1572017092,,,,,,
677,2019-10-25 09:12:00,1572016320.0,1572017152,,,,,,
678,2019-10-25 09:13:00,1572016380.0,1572017212,,,,,,
679,2019-10-25 17:33:00,1572046380.0,1572047210,,,,,,
680,2019-10-25 17:34:00,1572046440.0,1572047270,,,,,,
681,2019-10-25 17:35:00,1572046500.0,1572047331,,,,,,
682,2019-10-29 08:38:00,1572359880.0,1572360739,,,,,,
683,2019-10-29 08:39:00,1572359940.0,1572360799,,,,,,
684,2019-10-30 18:46:00,1572482760.0,1572483617,,,,,,
685,2019-10-30 18:47:00,1572482820.0,1572483677,,,,,,
686,2019-10-30 18:48:00,1572482880.0,1572483737,,,,,,
687,2019-11-06 08:59:00,1573055940.0,,,,,,,1573056770.0
688,2019-11-06 18:52:05,1573091525.0,,,,,,,1573092359.0
689,2019-11-07 08:47:00,1573141620.0,,,,,,,1573142459.0
690,2019-11-07 19:51:00,1573181460.0,,,,,,,1573182303.0
691,2019-11-08 08:42:00,1573227720.0,,,,,,,1573228568.0
692,2019-11-09 10:09:00,1573319340.0,,,,,,,1573320198.0
693,2019-11-11 10:25:00,1573493100.0,,,,,,,1573493976.0
694,2019-11-11 21:17:00,1573532220.0,,,,,,,1573533100.0
695,2019-11-12 08:53:00,1573573980.0,,,,,,,1573574863.0
696,2019-11-12 19:05:00,1573610700.0,,,,,,,1573611588.0
697,2019-11-12 19:09:00,1573610940.0,,,,,,,1573611828.0
698,2019-11-14 08:29:00,1573745340.0,,,,,,,1573746242.0
699,2019-11-14 08:34:05,1573745645.0,,,,,,,1573746546.0
700,2019-11-04 14:15:00,1572902100.0,,,,,,1572902249.7,
701,2019-11-04 14:16:00,1572902160.0,,,,,,1572902309.5,
702,2019-11-04 14:17:00,1572902220.0,,,,,,1572902369.6,
703,2019-11-06 08:44:00,1573055040.0,,,,,,1573055190.8,
704,2019-11-06 08:45:00,1573055100.0,,,,,,1573055250.6,
705,2019-11-06 08:46:00,1573055160.0,,,,,,1573055310.6,
706,2019-11-06 19:01:00,1573092060.0,,,,,,1573092211.1,
707,2019-11-06 19:02:00,1573092120.0,,,,,,1573092271.0,
708,2019-11-06 19:03:00,1573092180.0,,,,,,1573092331.1,
709,2019-11-07 08:40:00,1573141200.0,,,,,,1573141351.7,
710,2019-11-07 08:41:00,1573141260.0,,,,,,1573141411.5,
711,2019-11-08 08:34:00,1573227240.0,,,,,,1573227392.5,
712,2019-11-08 08:35:00,1573227300.0,,,,,,1573227452.6,
713,2019-11-08 08:36:00,1573227360.0,,,,,,1573227512.7,
714,2019-11-09 10:16:00,1573319760.0,,,,,,1573319913.7,
715,2019-11-09 10:17:00,1573319820.0,,,,,,1573319973.6,
716,2019-11-09 10:18:00,1573319880.0,,,,,,1573320033.7,
717,2019-11-11 10:16:00,1573492560.0,,,,,,1573492715.7,
718,2019-11-11 10:17:00,1573492620.0,,,,,,1573492775.7,
719,2019-11-11 10:18:00,1573492680.0,,,,,,1573492835.6,
720,2019-11-11 21:28:00,1573532880.0,,,,,,1573533036.2,
721,2019-11-11 21:29:00,1573532940.0,,,,,,1573533096.0,
722,2019-11-11 21:30:00,1573533000.0,,,,,,1573533156.1,
723,2019-11-12 19:24:00,1573611840.0,,,,,,1573611997.0,
724,2019-11-12 19:25:00,1573611900.0,,,,,,1573612057.0,
725,2019-11-12 19:26:00,1573611960.0,,,,,,1573612117.0,
726,2019-11-14 08:46:00,1573746360.0,,,,,,1573746518.5,
727,2019-11-14 08:47:00,1573746420.0,,,,,,1573746578.6,
728,2019-11-14 08:48:00,1573746480.0,,,,,,1573746638.5,
729,2019-11-04 14:15:00,1572902100.0,,,,,1572902247.0,,
730,2019-11-04 14:16:00,1572902160.0,,,,,1572902306.8,,
731,2019-11-04 14:17:00,1572902220.0,,,,,1572902366.9,,
732,2019-11-06 08:44:00,1573055040.0,,,,,1573055188.1,,
733,2019-11-06 08:45:00,1573055100.0,,,,,1573055247.9,,
734,2019-11-06 08:46:00,1573055160.0,,,,,1573055307.9,,
735,2019-11-06 19:01:00,1573092060.0,,,,,1573092208.4,,
736,2019-11-06 19:02:00,1573092120.0,,,,,1573092268.2,,
737,2019-11-06 19:03:00,1573092180.0,,,,,1573092328.4,,
738,2019-11-07 08:39:00,1573141140.0,,,,,1573141289.2,,
739,2019-11-07 08:40:00,1573141200.0,,,,,1573141348.9,,
740,2019-11-08 08:34:00,1573227240.0,,,,,1573227389.8,,
741,2019-11-08 08:35:00,1573227300.0,,,,,1573227449.8,,
742,2019-11-08 08:36:00,1573227360.0,,,,,1573227510.0,,
743,2019-11-09 10:16:00,1573319760.0,,,,,1573319911.1,,
744,2019-11-09 10:17:00,1573319820.0,,,,,1573319971.0,,
745,2019-11-09 10:18:00,1573319880.0,,,,,1573320031.1,,
746,2019-11-11 10:16:00,1573492560.0,,,,,1573492713.0,,
747,2019-11-11 10:17:00,1573492620.0,,,,,1573492773.0,,
748,2019-11-11 10:18:00,1573492680.0,,,,,1573492832.9,,
749,2019-11-11 21:28:00,1573532880.0,,,,,1573533033.4,,
750,2019-11-11 21:29:00,1573532940.0,,,,,1573533093.3,,
751,2019-11-11 21:30:00,1573533000.0,,,,,1573533153.4,,
752,2019-11-12 19:24:00,1573611840.0,,,,,1573611994.3,,
753,2019-11-12 19:25:00,1573611900.0,,,,,1573612054.3,,
754,2019-11-12 19:26:00,1573611960.0,,,,,1573612114.3,,
755,2019-11-06 08:52:00,1573055520.0,,1573056437,1573056437,1573056437,,,
756,2019-11-06 08:53:00,1573055580.0,,1573056496,1573056496,1573056496,,,
757,2019-11-06 08:54:00,1573055640.0,,1573056556,1573056556,1573056557,,,
758,2019-11-06 18:48:00,1573091280.0,,1573092200,1573092200,1573092200,,,
759,2019-11-06 18:49:00,1573091340.0,,1573092260,1573092260,1573092260,,,
760,2019-11-07 08:32:00,1573140720.0,,1573141648,1573141648,1573141648,,,
761,2019-11-07 08:33:00,1573140780.0,,1573141708,1573141709,1573141709,,,
762,2019-11-07 19:47:00,1573181220.0,,1573182151,1573182151,1573182151,,,
763,2019-11-07 19:49:00,1573181340.0,,1573182271,1573182271,1573182271,,,
764,2019-11-11 11:47:00,1573498020.0,,1573498992,1573498992,1573498992,,,
765,2019-11-11 11:48:00,1573498080.0,,1573499052,1573499052,1573499052,,,
766,2019-11-11 21:23:00,1573532580.0,,1573533554,1573533554,1573533554,,,
767,2019-11-11 21:25:00,1573532700.0,,1573533676,1573533676,1573533676,,,
768,2019-11-12 08:58:00,1573574280.0,,1573575262,1573575262,1573575262,,,
769,2019-11-12 08:59:00,1573574340.0,,1573575322,1573575322,1573575322,,,
770,2019-11-12 09:00:00,1573574400.0,,1573575381,1573575383,1573575383,,,
771,2019-11-12 19:19:00,1573611540.0,,1573612527,1573612527,1573612527,,,
772,2019-11-12 19:20:00,1573611600.0,,1573612587,1573612587,1573612587,,,
773,2019-11-14 08:37:00,1573745820.0,,1573746822,1573746821,1573746822,,,
774,2019-11-14 08:38:00,1573745880.0,,1573746882,1573746883,1573746883,,,
775,2019-11-14 08:39:00,1573745940.0,,1573746941,1573746942,1573746942,,,
776,2019-11-14 08:41:00,1573746060.0,,1573747062,1573747062,1573747062,,,
777,2019-11-14 08:42:00,1573746120.0,,1573747122,1573747122,1573747122,,,
778,2019-11-14 08:43:00,1573746180.0,,1573747182,1573747181,1573747182,,,
779,2019-11-06 09:00:00,1573056000.0,1573056923,,,,,,
780,2019-11-06 09:01:00,1573056060.0,1573056983,,,,,,
781,2019-11-06 09:02:00,1573056120.0,1573057043,,,,,,
782,2019-11-06 18:54:00,1573091640.0,1573092562,,,,,,
783,2019-11-06 18:55:00,1573091700.0,1573092622,,,,,,
784,2019-11-06 18:56:00,1573091760.0,1573092682,,,,,,
785,2019-11-08 08:43:00,1573227780.0,1573228718,,,,,,
786,2019-11-08 08:44:00,1573227840.0,1573228778,,,,,,
787,2019-11-08 08:45:00,1573227900.0,1573228838,,,,,,
788,2019-11-09 10:10:00,1573319400.0,1573320335,,,,,,
789,2019-11-09 10:11:00,1573319460.0,1573320396,,,,,,
790,2019-11-09 10:12:00,1573319520.0,1573320456,,,,,,
791,2019-11-11 10:26:00,1573493160.0,1573494121,,,,,,
792,2019-11-11 10:27:00,1573493220.0,1573494181,,,,,,
793,2019-11-11 10:28:00,1573493280.0,1573494242,,,,,,
794,2019-11-11 21:18:00,1573532280.0,1573533240,,,,,,
795,2019-11-11 21:19:00,1573532340.0,1573533300,,,,,,
796,2019-11-11 21:20:00,1573532400.0,1573533361,,,,,,
797,2019-11-12 08:53:00,1573573980.0,1573574949,,,,,,
798,2019-11-12 08:54:00,1573574040.0,1573575009,,,,,,
799,2019-11-12 08:55:00,1573574100.0,1573575069,,,,,,
800,2019-11-12 19:05:00,1573610700.0,1573611668,,,,,,
801,2019-11-12 19:06:00,1573610760.0,1573611728,,,,,,
802,2019-11-12 19:07:00,1573610820.0,1573611789,,,,,,
803,2019-11-14 08:31:00,1573745460.0,1573746425,,,,,,
804,2019-11-14 08:32:00,1573745520.0,1573746485,,,,,,
805,2019-11-14 08:33:00,1573745580.0,1573746545,,,,,,
806,2019-11-16 09:42:00,1573922520.0,,,,,,,1573923441.0
807,2019-11-18 10:07:00,1574096820.0,,,,,,,1574097758.0
808,2019-11-18 20:52:00,1574135520.0,,,,,,,1574136462.0
809,2019-11-18 20:58:00,1574135880.0,,,,,,,1574136823.0
810,2019-11-21 08:24:00,1574349840.0,,,,,,,1574350805.0
811,2019-11-21 08:30:00,1574350200.0,,,,,,,1574351164.0
812,2019-11-23 11:11:00,1574532660.0,,,,,,,1574533643.0
813,2019-11-25 10:21:00,1574702460.0,,,,,,,1574703460.0
814,2019-11-27 10:45:00,1574876700.0,,,,,,,1574877717.0
815,2019-11-14 08:46:00,1573746360.0,,,,,1573746515.9,,
816,2019-11-14 08:47:00,1573746420.0,,,,,1573746576.0,,
817,2019-11-14 08:48:00,1573746480.0,,,,,1573746635.8,,
818,2019-11-16 09:56:00,1573923360.0,,,,,,1573923520.5,
819,2019-11-16 09:57:00,1573923420.0,,,,,,1573923580.5,
820,2019-11-16 09:58:00,1573923480.0,,,,,,1573923640.5,
821,2019-11-18 10:14:00,1574097240.0,,,,,,1574097402.5,
822,2019-11-18 10:15:00,1574097300.0,,,,,,1574097462.6,
823,2019-11-18 10:16:00,1574097360.0,,,,,,1574097522.6,
824,2019-11-18 20:47:00,1574135220.0,,,,,,1574135382.9,
825,2019-11-18 20:48:00,1574135280.0,,,,,,1574135442.8,
826,2019-11-18 20:49:00,1574135340.0,,,,,,1574135502.8,
827,2019-11-21 08:55:00,1574351700.0,,,,,,1574351865.3,
828,2019-11-21 08:56:00,1574351760.0,,,,,,1574351925.2,
829,2019-11-21 08:57:00,1574351820.0,,,,,,1574351985.1,
830,2019-11-23 11:00:00,1574532000.0,,,,,,1574532167.3,
831,2019-11-23 11:01:00,1574532060.0,,,,,,1574532227.3,
832,2019-11-23 11:02:00,1574532120.0,,,,,,1574532287.2,
833,2019-11-25 10:04:00,1574701440.0,,,,,,1574701609.5,
834,2019-11-25 10:05:00,1574701500.0,,,,,,1574701669.6,
835,2019-11-25 10:06:00,1574701560.0,,,,,,1574701729.6,
836,2019-11-27 10:29:00,1574875740.0,,,,,,1574875910.9,
837,2019-11-27 10:30:00,1574875800.0,,,,,,1574875971.1,
838,2019-11-27 10:31:00,1574875860.0,,,,,,1574876031.0,
839,2019-11-16 09:56:00,1573923360.0,,,,,1573923517.8,,
840,2019-11-16 09:57:00,1573923420.0,,,,,1573923577.8,,
841,2019-11-16 09:58:00,1573923480.0,,,,,1573923637.8,,
842,2019-11-18 10:14:00,1574097240.0,,,,,1574097399.8,,
843,2019-11-18 10:15:00,1574097300.0,,,,,1574097460.0,,
844,2019-11-18 10:16:00,1574097360.0,,,,,1574097519.9,,
845,2019-11-18 20:47:00,1574135220.0,,,,,1574135380.2,,
846,2019-11-18 20:48:00,1574135280.0,,,,,1574135440.1,,
847,2019-11-18 20:49:00,1574135340.0,,,,,1574135500.1,,
848,2019-11-21 08:55:00,1574351700.0,,,,,1574351862.6,,
849,2019-11-21 08:56:00,1574351760.0,,,,,1574351922.4,,
850,2019-11-21 08:57:00,1574351820.0,,,,,1574351982.5,,
851,2019-11-23 11:00:00,1574532000.0,,,,,1574532164.5,,
852,2019-11-23 11:01:00,1574532060.0,,,,,1574532224.6,,
853,2019-11-23 11:02:00,1574532120.0,,,,,1574532284.5,,
854,2019-11-25 10:04:00,1574701440.0,,,,,1574701606.8,,
855,2019-11-25 10:05:00,1574701500.0,,,,,1574701666.9,,
856,2019-11-25 10:06:00,1574701560.0,,,,,1574701726.9,,
857,2019-11-27 10:29:00,1574875740.0,,,,,1574875908.3,,
858,2019-11-27 10:30:00,1574875800.0,,,,,1574875968.3,,
859,2019-11-27 10:31:00,1574875860.0,,,,,1574876028.3,,
860,2019-11-16 09:37:00,1573922220.0,,1573923241,1573923242,1573923242,,,
861,2019-11-16 09:38:00,1573922280.0,,1573923302,1573923302,1573923302,,,
862,2019-11-16 09:38:30,1573922310.0,,1573923331,1573923332,1573923332,,,
863,2019-11-18 10:00:00,1574096400.0,,1574097444,1574097444,1574097444,,,
864,2019-11-18 10:01:00,1574096460.0,,1574097504,1574097504,1574097504,,,
865,2019-11-18 10:02:00,1574096520.0,,1574097564,1574097564,1574097564,,,
866,2019-11-18 21:00:00,1574136000.0,,1574137047,1574137047,1574137048,,,
867,2019-11-18 21:01:00,1574136060.0,,1574137108,1574137109,1574137108,,,
868,2019-11-18 21:02:00,1574136120.0,,1574137168,1574137169,1574137168,,,
869,2019-11-18 21:04:00,1574136240.0,,1574137287,1574137288,1574137288,,,
870,2019-11-18 21:05:00,1574136300.0,,1574137349,1574137350,1574137350,,,
871,2019-11-18 21:06:00,1574136360.0,,1574137410,1574137410,1574137410,,,
872,2019-11-21 08:35:00,1574350500.0,,1574351576,1574351576,,,,
873,2019-11-21 08:36:10,1574350570.0,,1574351647,1574351648,,,,
874,2019-11-21 08:37:00,1574350620.0,,1574351696,1574351697,,,,
875,2019-11-21 08:46:00,1574351160.0,,1574352234,1574352235,1574352235,,,
876,2019-11-21 08:47:00,1574351220.0,,1574352295,1574352295,1574352295,,,
877,2019-11-21 08:48:00,1574351280.0,,1574352354,1574352355,1574352354,,,
878,2019-11-23 11:07:00,1574532420.0,,1574533517,1574533517,1574533517,,,
879,2019-11-23 11:08:00,1574532480.0,,1574533577,1574533577,1574533577,,,
880,2019-11-23 11:09:00,1574532540.0,,1574533637,1574533637,1574533637,,,
881,2019-11-25 10:12:00,1574701920.0,,1574703040,1574703039,1574703039,,,
882,2019-11-25 10:13:00,1574701980.0,,1574703099,1574703099,1574703099,,,
883,2019-11-25 10:14:00,1574702040.0,,1574703160,1574703161,1574703160,,,
884,2019-11-27 10:34:00,1574876040.0,,1574877184,1574877184,1574877184,,,
885,2019-11-27 10:35:00,1574876100.0,,1574877245,1574877244,1574877244,,,
886,2019-11-27 10:36:00,1574876160.0,,1574877304,1574877303,1574877303,,,
887,2019-11-16 09:44:00,1573922640.0,1573923601,,,,,,
888,2019-11-16 09:45:10,1573922710.0,1573923671,,,,,,
889,2019-11-16 09:46:00,1573922760.0,1573923721,,,,,,
890,2019-11-18 10:09:00,1574096940.0,1574097956,,,,,,
891,2019-11-18 10:10:00,1574097000.0,1574098016,,,,,,
892,2019-11-18 10:11:00,1574097060.0,1574098076,,,,,,
893,2019-11-18 20:54:00,1574135640.0,1574136655,,,,,,
894,2019-11-18 20:55:00,1574135700.0,1574136715,,,,,,
895,2019-11-18 20:57:00,1574135820.0,1574136835,,,,,,
896,2019-11-21 08:31:00,1574350260.0,1574351270,,,,,,
897,2019-11-21 08:32:00,1574350320.0,1574351330,,,,,,
898,2019-11-21 08:33:00,1574350380.0,1574351390,,,,,,
899,2019-11-23 11:13:00,1574532780.0,1574533786,,,,,,
900,2019-11-23 11:14:00,1574532840.0,1574533846,,,,,,
901,2019-11-23 11:15:00,1574532900.0,1574533906,,,,,,
902,2019-11-25 10:23:00,1574702580.0,1574703650,,,,,,
903,2019-11-25 10:24:00,1574702640.0,1574703710,,,,,,
904,2019-11-25 10:25:00,1574702700.0,1574703770,,,,,,
905,2019-11-27 10:47:00,1574876820.0,1574877885,,,,,,
906,2019-11-27 10:48:00,1574876880.0,1574877946,,,,,,
907,2019-11-27 10:49:00,1574876940.0,1574878006,,,,,,
